objectid,accessioned,accessionnum,locationid,title,displaydate_x,beginyear,visualbrowserclassification_x,endyear,visualbrowsertimespan,medium,dimensions,inscription,markings,attributioninverted,attribution,provenancetext,creditline,classification_x,subclassification,parentid,isvirtual,departmentabbr,portfolio,series,volume,watermarks,lastdetectedmodification,wikidataid,iiifurl,imageurl
214133,1,2018.44.18,,"Peaches, Grapes, and Apples",n.d.,1816,painting,1872,1801 to 1825,oil on wood,"overall: 34.93 × 46.04 cm (13 3/4 × 18 1/8 in.)
framed: 50.48 × 59.69 × 5.72 cm (19 7/8 × 23 1/2 × 2 1/4 in.)",,,"Roesen, Severin",Severin Roesen,"William H. Gerdts [1929-2020], New York, by at least 1965;[1] gift 2018 to NGA..


[1] Gerdts lent the painting to a circa 1965 exhibition at the American Federation of the Arts in New York; per documentation provided by Abigail Booth Gerdts, in NGA curatorial files.",Gift of William and Abigail Gerdts,Painting,,,0,CAB,,,,,2023-04-28 22:01:37.05-04,Q63125348,https://api.nga.gov/iiif/d98e041f-d7b8-4dd0-9b62-35965df834af,"https://api.nga.gov/iiif/d98e041f-d7b8-4dd0-9b62-35965df834af/full/!800,800/0/default.jpg"
42455,1,1953.5.52,,Joseph Slade,1816,1816,painting,1816,1801 to 1825,oil on canvas,"overall: 102 x 84 cm (40 3/16 x 33 1/16 in.)
framed: 108.3 x 91.4 x 4.7 cm (42 5/8 x 36 x 1 7/8 in.)","on reverse (no longer visible, photograph in object file [1953.5.52] in NGA curatorial records): JOSEPH SLADE AGED [ ] YEARS AD 1816; on book: TEMPLE / OF / NATURE",,"Phillips, Ammi",Ammi Phillips,"Recorded as from New York State. Possibly once located in the Red, White, and Blue House built by Benjamin Slade, son of Joseph and Alsa Slade, in Waterford, New York.[1] Found in Lansingburgh (now part of Troy), New York, by (Frederick Fuessenich, Litchfield, Connecticut); sold 1952 to Edgar William and Bernice Chrysler Garbisch; gift 1953 to NGA.

[1] Patty Marshall, Slade descendant, undated letter (reply dated 25 March 1968), in NGA curatorial files.",Gift of Edgar William and Bernice Chrysler Garbisch,Painting,,,0,CAB,,,,,2023-05-09 17:01:03.48-04,Q20183861,https://api.nga.gov/iiif/e378c067-99ad-477f-bee1-e3db3eeda62a,"https://api.nga.gov/iiif/e378c067-99ad-477f-bee1-e3db3eeda62a/full/!800,800/0/default.jpg"
4768,1,1943.3.1620-1652,,La Tauromaquia (The Bullfight),published 1816,1816,portfolio,1816,1801 to 1825,portfolio with thirty-three prints and table of contents,,,,"Goya, Francisco",Francisco Goya,,Rosenwald Collection,Portfolio,Print,,1,CG-E,(see separate records for numbers 1620-1652),(see separate records for numbers 1620-1652),,,2023-05-10 13:28:58.583-04,,https://api.nga.gov/iiif/c0d9b2b0-e940-45af-a277-e9250bbe8e5c,"https://api.nga.gov/iiif/c0d9b2b0-e940-45af-a277-e9250bbe8e5c/full/!800,800/0/default.jpg"
4768,1,1943.3.1620-1652,,La Tauromaquia (The Bullfight),published 1816,1816,portfolio,1816,1801 to 1825,portfolio with thirty-three prints and table of contents,,,,"Goya, Francisco",Francisco Goya,,Rosenwald Collection,Portfolio,Print,,1,CG-E,(see separate records for numbers 1620-1652),(see separate records for numbers 1620-1652),,,2023-05-10 13:28:58.583-04,,https://api.nga.gov/iiif/c0d9b2b0-e940-45af-a277-e9250bbe8e5c,"https://api.nga.gov/iiif/c0d9b2b0-e940-45af-a277-e9250bbe8e5c/full/!800,800/0/default.jpg"
124704,1,2010.16.4,,Horse with Soldiers Smoking Pipe/Military Scene,1816,1816,print,1816,1801 to 1825,etching heightened with white on grey/green paper,"sheet: 14.6 x 16.8 cm (5 3/4 x 6 5/8 in.), cut within platemark",lower left in pen and ink: aufgehöht von J. A. Klein; lower right in plate: J. A. Klein fec: 1816,,"Klein, Johann Adam",Johann Adam Klein,"(Ellwanger/Mescha Collection, Washington, DC); gift to NGA, 2010","Ellwanger/Mescha Collection, gift in honor of Andrew Robison",Print,,,0,CG-E,,,,,2023-05-10 13:28:58.583-04,Q76345997,https://api.nga.gov/iiif/7a3b26ac-d905-4720-af42-28936137b974,"https://api.nga.gov/iiif/7a3b26ac-d905-4720-af42-28936137b974/full/!800,800/0/default.jpg"
156639,1,2011.101.3,8517,Possibly Lady Georgiana Bingham,"model 1816 and/or 1817/1818, carved c. 1821/1824",1816,sculpture,1824,1801 to 1825,Carrara marble,overall without base: 52.39 x 27.31 x 22.86 cm (20 5/8 x 10 3/4 x 9 in.),,,"Thorvaldsen, Bertel",Bertel Thorvaldsen,"Commissioned 1816/1817 by Richard Bingham, 2nd earl of Lucan [1764-1839]; by descent in the family to his great-great-great grandson, Richard John Bingham, 7th earl of Lucan, who inherited the title in 1964 [1934-after 1974]; sold to a private collector, England; by inheritance to his son; (sale, Christie, Manson & Woods, London, 6 July 1999, no. 70); private collection; consigned to (Daxer & Marschall, Munich); purchased 2000 by (Rainer Zietz Ltd., London) in partnership with (Daniel Katz Gallery, London); purchased 30 November 2011 by NGA.",Patrons' Permanent Fund,Sculpture,Bust,,0,CSD,,,,,2023-07-12 22:01:33.07-04,Q63863782,https://api.nga.gov/iiif/137b2c0e-db1c-499a-9108-cf24207f5323,"https://api.nga.gov/iiif/137b2c0e-db1c-499a-9108-cf24207f5323/full/!800,800/0/default.jpg"
117811,1,2000.158.14.b,,Apollo Belvedere [reverse],1816,1816,sculpture,1816,1801 to 1825,lead,"overall (diameter): 6.81 cm (2 11/16 in.)
gross weight: 178.22 gr (0.393 lb.)
axis: 12:00",under truncation: ROMAE AN. 1816.; around circumference: FAVENTERUS EUROPAE REGIEUS MONUMENTA ARTUM RESTITUTA,,"Passamonti, Stefano",Stefano Passamonti,"Purchased c. 1960/1985 by Lisa and Leonard Baskin, Leeds, Massachusetts; gift 2000 to NGA.",Gift of Lisa and Leonard Baskin,Sculpture,Medal/Medallion,117810,0,CSD,,,,,2023-05-09 17:01:03.48-04,Q63862071,https://api.nga.gov/iiif/b58ffd09-8c28-4d49-8ba0-96e1320ebe33,"https://api.nga.gov/iiif/b58ffd09-8c28-4d49-8ba0-96e1320ebe33/full/!800,800/0/default.jpg"
107480,1,1999.14.4,,Shepherd Boy with Two Goats,1817,1817,print,1817,1801 to 1825,etching on wove paper [proof],"plate: 14.9 x 17.6 cm (5 7/8 x 6 15/16 in.)
sheet: 23.8 x 31.4 cm (9 3/8 x 12 3/8 in.)","upper right in plate: AK. (in monogram) fec. 1817.; by later hand, lower left in graphite: J 189 I; by later hand, lower center verso in graphite: (Ziegen ist [?] nicht [?] Rippenfläche); by later hand, lower right verso in graphite: 5 1/2",,"Klein, Johann Adam",Johann Adam Klein,"(Galerie Arnoldi-Livie, Munich); purchased 1999 by NGA.",Ailsa Mellon Bruce Fund,Print,,,0,CG-E,Six Animal Studies: pl. 3,Six Animal Studies: pl. 3,,,2023-05-10 13:28:58.583-04,Q75421311,https://api.nga.gov/iiif/a14a4a3d-58e2-4dde-ae57-74fb6b807496,"https://api.nga.gov/iiif/a14a4a3d-58e2-4dde-ae57-74fb6b807496/full/!800,800/0/default.jpg"
71878,1,1990.123.3,,The Dance of Life,published 1817,1817,volume,1817,1801 to 1825,1 vol: ill: 26 hand-colored etchings with aquatint,page size: 24.5 x 15.4 cm (9 5/8 x 6 1/16 in.),,,"Combe, William after Thomas Rowlandson",William Combe after Thomas Rowlandson,,"Gift of Alexander Vershbow, in Honor of the 50th Anniversary of the National Gallery of Art",Volume,Print,,0,CG-E,,,,,2023-05-10 13:28:58.583-04,,,
55285,1,1975.34.7,,Un Jour d'automne a Artemare,,1818,print,1898,1801 to 1825,etching,,,,"Appian, Adolphe",Adolphe Appian,,Ailsa Mellon Bruce Fund,Print,,,0,CG-E,,,,,2023-05-10 13:28:58.583-04,Q65564273,https://api.nga.gov/iiif/f305fb55-7250-4568-b907-d44834260cd6,"https://api.nga.gov/iiif/f305fb55-7250-4568-b907-d44834260cd6/full/!800,800/0/default.jpg"
886,1,1941.4.26,,Isis,published 1819,1819,print,1819,1801 to 1825,etching,,,,"Turner, Joseph Mallord William",Joseph Mallord William Turner,"Miss Ellen T. Bullard [1865-1959], Boston; gift 1941 to NGA.",Gift of Miss Ellen T. Bullard,Print,,,0,CG-E,Liber Studiorum,Liber Studiorum,,,2023-05-10 13:28:58.583-04,Q64959774,https://api.nga.gov/iiif/1f42dfcf-8947-4e02-ad7d-5e9558805955,"https://api.nga.gov/iiif/1f42dfcf-8947-4e02-ad7d-5e9558805955/full/!800,800/0/default.jpg"
73519,1,1991.150.65,,Stage Design: A Sepulchral Vault,c. 1820,1820,drawing,1820,1801 to 1825,pen and brown ink with gray washes and watercolor on laid paper,overall: 31.5 x 43.2 cm (12 3/8 x 17 in.),"by later hand, lower right verso in graphite: 10",,"Schinkel, Karl Friedrich",Karl Friedrich Schinkel,"Seiferheld and Co., New York; William B. O'Neal [1907-1994], Charlottesville, VA, April 1970; gift to NGA, 1991.","Gift of William B. O'Neal, in Honor of the 50th Anniversary of the National Gallery of Art",Drawing,,,0,CG-E,,,,,2023-05-09 17:01:03.48-04,Q64591868,https://api.nga.gov/iiif/218fa8ff-b6e4-415d-b191-662079893f64,"https://api.nga.gov/iiif/218fa8ff-b6e4-415d-b191-662079893f64/full/!800,800/0/default.jpg"
33962,1,1947.9.2,,Robert Coleman,c. 1820,1820,painting,1820,1801 to 1825,oil on canvas transferred to wood,"overall: 91.7 x 71 cm (36 1/8 x 27 15/16 in.)
framed: 126.7 x 106 x 10.8 cm (49 7/8 x 41 3/4 x 4 1/4 in.)",,,"Eichholtz, Jacob",Jacob Eichholtz,"Thomas Bird Coleman [1794-1836], son of the sitter, Cornwall, Pennsylvania; his daughter, Margaret Coleman Freeman [1820-1894], Cornwall, Pennsylvania; her daughter, Margaret Freeman Buckingham [1857-1946], Washington, D.C.; her nephew, William C.  Freeman, Cornwall, Pennsylvania; gift 1947 to NGA.

",Gift of William C. Freeman,Painting,,,0,CAB,,,,,2023-05-09 17:01:03.48-04,Q20184463,https://api.nga.gov/iiif/b8237ad8-a619-40a3-8f16-02d51a53d4f0,"https://api.nga.gov/iiif/b8237ad8-a619-40a3-8f16-02d51a53d4f0/full/!800,800/0/default.jpg"
55648,1,1975.105.3,,Girl with a Mask,1820,1820,print,1820,1801 to 1825,lithograph,,,,"Denon, Vivant",Vivant Denon,,Gift of Mr. and Mrs. William Benedict,Print,,,0,CG-E,,,,,2023-05-09 17:01:03.48-04,Q65578465,https://api.nga.gov/iiif/5afd66da-6717-4e3d-b00f-806a585bb784,"https://api.nga.gov/iiif/5afd66da-6717-4e3d-b00f-806a585bb784/full/!800,800/0/default.jpg"
110271,1,1999.79.4,9271,Tortoise,model c. 1820s,1820,sculpture,1830,1801 to 1825,bronze,overall: 3.2 × 7 × 9.5 cm (1 1/4 × 2 3/4 × 3 3/4 in.),,,"Barye, Antoine-Louis",Antoine-Louis Barye,"Mr. and Mrs. Paul Mellon, Upperville, Virginia; bequest 1999 to NGA.",Collection of Mr. and Mrs. Paul Mellon,Sculpture,Small Bronze,,0,CSD,,,,,2023-05-09 17:01:03.48-04,Q63861620,https://api.nga.gov/iiif/d84b2af7-47f7-4411-95b9-bf71261eaee4,"https://api.nga.gov/iiif/d84b2af7-47f7-4411-95b9-bf71261eaee4/full/!800,800/0/default.jpg"
57648,1,1980.44.9,9270,Flayed Horse III,"model c. 1820/1824, cast 1959-1960",1820,sculpture,1824,1801 to 1825,bronze,overall: 23.2 x 21.7 x 11.6 cm (9 1/8 x 8 9/16 x 4 9/16 in.),"incised after casting on self-base, next to right rear hoof: 7/15; foundry stamp impressed into the foundry model on rear edge of self-base: CIRE / C. VALSUANI / PERDUE",FM: Valsuani,"Gericault, Théodore",Théodore Gericault,"(Alex Reid & Lefèvre Ltd., London), 1959-1960; sold 25 October 1960 to Mr. and Mrs. Paul Mellon, Upperville, Virginia; gift 1980 to NGA.",Collection of Mr. and Mrs. Paul Mellon,Sculpture,Small Bronze,,0,CSD,,,,,2023-05-09 17:01:03.48-04,Q63854809,https://api.nga.gov/iiif/7975817f-1d94-4ae2-b075-7a20db02a11f,"https://api.nga.gov/iiif/7975817f-1d94-4ae2-b075-7a20db02a11f/full/!800,800/0/default.jpg"
177261,1,2015.19.3792,,Fawn Scratching,1820s,1820,sculpture,1829,1801 to 1825,bronze,overall with base: 12.7 × 17.78 × 10.16 cm (5 × 7 × 4 in.),"on the base, behind left hind leg and tail: BARYE",,"Barye, Antoine-Louis",Antoine-Louis Barye,"(Bernard Black Gallery, New York); purchased April 1968 by the Corcoran Gallery of Art, Washington; acquired 2015 by the National Gallery of Art.",Corcoran Collection (Museum Purchase),Sculpture,Small Bronze,,0,CSD,,,,,2022-04-01 22:01:21.907-04,Q63863593,https://api.nga.gov/iiif/2761bd03-93ce-4c7a-ae4d-945b5d0ae9d7,"https://api.nga.gov/iiif/2761bd03-93ce-4c7a-ae4d-945b5d0ae9d7/full/!800,800/0/default.jpg"
59649,1,1980.45.1961,,Six Essays in Lithography,published 1820,1820,volume,1820,1801 to 1825,1 vol: ill: 7 lithographs including title page,,,,"Harley, George",George Harley,,Rosenwald Collection,Volume,Print,,0,CG-E,,,,,2023-05-09 17:01:03.48-04,,,
69391,1,1986.71.1,8532,Thomas Jefferson,c. 1821,1821,painting,1821,1801 to 1825,oil on wood,"overall: 66 x 54.5 cm (26 x 21 7/16 in.)
framed: 90.2 x 79.4 x 10.2 cm (35 1/2 x 31 1/4 x 4 in.)",,,"Stuart, Gilbert",Gilbert Stuart,"Colonel George Gibbs [1776-1833], ""Sunswick Farm,"" Astoria, New York;[1] his widow, Laura Wolcott Gibbs [1794-1870], New York;[2] sold through (Jacob Hart Lazarus [1822-1891], New York) in 1872 to Thomas Jefferson Coolidge [1831-1920], Boston;[3] his grandson, Thomas Jefferson Coolidge III [1893-1959], Boston;[4] his son, Thomas Jefferson Coolidge IV, Boston; sold 1979 to NGA.

[1] On Gibbs see George Gibbs, _The Gibbs Family of Rhode Island and Some Related Families_, New York, 1933, 18-21, _Dictionary of American Biography_, 20 vols., New York, 1928-1936, reprinted in 10 vols. with 8 supplements, New York, 1944-1988, 4 (part 1):244-245, and Stephen Dow Beckham, ""Colonel George Gibbs,"" In _Benjamin Silliman and his Circle: Studies on The Influence of Benjamin Silliman on Science in America,_ edited by Leonard G. Wilson, New York, 1979, 28-47.  Tom Michie's research on these portraits (NGA curatorial files) has been very helpful in writing these entries.



[2] For her dates see Gibbs 1933, 21-25.



[3] Lazarus acted as the Gibbs' agent in the sale.  After agreeing upon the price, he wrote Coolidge on 27 June 1872 that he was sending the portraits to Boston the next day with some documents concerning their history.  These were his copies of letters written to Mrs. Gibbs in the 1850s certifying that the portraits were painted by Stuart for Colonel Gibbs (copies, NGA curatorial files).  On Coolidge see _Dictionary of American Biography_, 2 (part 2):395, and Emma Downing Coolidge, _Descendants of John and Mary Coolidge of Watertown, Massachusetts_, Boston, 1930, 351.



[4] Coolidge 1930, 353; his father Thomas Jefferson Coolidge II died in 1912.



","Gift of Thomas Jefferson Coolidge IV in memory of his great-grandfather, Thomas Jefferson Coolidge, his grandfather, Thomas Jefferson Coolidge II, and his father, Thomas Jefferson Coolidge III",Painting,,,0,CAB,,,,,2023-06-23 22:01:33.91-04,Q20184650,https://api.nga.gov/iiif/3a14fb6b-82a0-4e1b-beb3-7e6ac89ef686,"https://api.nga.gov/iiif/3a14fb6b-82a0-4e1b-beb3-7e6ac89ef686/full/!800,800/0/default.jpg"
213641,1,2017.195.1,,Maria Stuard condotta al patibolo (Mary Stuart Being Led to the Scaffold),c. 1827,1822,print,1832,1801 to 1825,lithograph on chine collé on wove paper,"image: 39.2 × 53 cm (15 7/16 × 20 7/8 in.)
sheet: 52 × 74 cm (20 1/2 × 29 1/8 in.)",lower left in stone: Milano Litografia di Giò Ricordi; lower center in stone: Maria Stuardo condotta al patibolo. / Milano Presso Giò Ricordi.; lower right below image: F. Hayez,,"Hayez, Francesco",after Francesco Hayez,"(Enrico Cortona, Milan); purchased 2017 by NGA.",Ailsa Mellon Bruce Fund,Print,,,0,CG-E,,,,,2023-05-10 13:28:58.583-04,Q77260992,https://api.nga.gov/iiif/393db73e-9997-4b7d-9d3f-671a869f1746,"https://api.nga.gov/iiif/393db73e-9997-4b7d-9d3f-671a869f1746/full/!800,800/0/default.jpg"
137524,1,2006.157.1,8714,The Cartographer Professor Josef Jüttner and His Wife,1824,1824,painting,1824,1801 to 1825,oil on wood,"overall: 40.5 x 32.5 cm (15 15/16 x 12 13/16 in.)
framed: 54.6 x 46.7 x 6.7 cm (21 1/2 x 18 3/8 x 2 5/8 in.)",,,"Waldmüller, Ferdinand Georg",Ferdinand Georg Waldmüller,"Possibly (sale, Wawra, Vienna, 17 December 1900, no. 204). Dr. Hermann [1860-1953] and Dr. Gottfried [1862-1924] Eissler, Vienna, by 1908.[1] Possibly Honig collection, Vienna. (sale, Wawra, Vienna, 17 March 1917, no. 165).[2] Acquired 1970s in Switzerland by John and Paul Herring, New York.


[1] The picture is first associated with the Eissler collection of Vienna in Arthur Roessler, _Ferdinand Georg Waldmüller_, Vienna, 1908. According to Rupert Feuchtmüller, _Ferdinand Georg Waldmüller 1793-1865_, Vienna and Munich, 1996: no. 137, the Eissler picture was later acquired by Hitler's Sonderauftrag Linz. However, this Linz provenance should be associated instead with Feuchtmüller no. 136, ""Portrait of a Cartographer and his Wife,"" now in the possession of the Westfälisches Landesmuseum in Münster. No. 136 is another version of the dual portrait from the same year with almost identical dimensions as the NGA picture. Although similar, the compositions are distinguished by the dress of the woman, what she is holding in her hand, and the background, among several other differences.

      Feuchtmüller no. 136 is illustrated on the website lostart.de, which lists those objects returned from the Allies to the German government after World War II and still in German Federal custody. On the website the Waldmüller is listed as Munich no. 9536, meaning that it was recovered by the Allies and processed through the Munich Central Collecting Point as no. 9536. The property card for no. 9536 indicates that the painting was Linz no. 2306 and had been acquired for Linz from the Galerie St. Lucas, Vienna, in 1942 (copy in NGA curatorial files). The picture was turned over to the German government in 1948 and remains the property of the Federal government, on loan to the Münster museum.  This information is confirmed by communication with Birgit Schwarz, author of _Hitler's Museum_, in which the Waldmüller figures as no. XVI/34. There is no doubt that the Feuchtmüller catalogue erroneously associates the Eissler picture with the version that was in the Linz collection.

[2] The NGA, Feuchtmüller no. 137, figures in a 1917 sale at Wawra, Vienna, of an ""important Viennese collector."" In a copy of the catalogue in the archives of the Österreichische Galerie Belvedere, Vienna, the painting is annotated as having sold for 26.000 Kronen. The files at the Belvedere also include another annotation to this sale as follows: ""Auktion Wawra 1917 (Honig)."" This suggests that Honig was either the buyer or the seller in 1917. In either case, the picture would have left the Eissler collection by that time. In Frimmel's 1913 _Lexikon der Wiener Gemäldesammlungen_ it is already noted that of the many Waldmüllers owned by the Eisslers, some had already left the collection.  The 1925 estate sale of Dr. Gottfried Eissler included several Waldmüllers, but not the one in question, and there is no reason to suspect that the Waldmüller re-entered the Eissler collection after 1917.

      The name Honig may refer to the Jewish Viennese collectors Josef (d. 1930) and Vally Honig. Vally had remarried in 1938, to a Norwegian; nonetheless she was deported to the Auschwitz concentration camp in 1942. The director of the Österrichische Galerie, Bruno Grimschitz, prepared the property declaration of her collection, which included a few Waldmüllers, but not the one in question (see Sophie Lillie, _Was Einmal War_, Vienna, 2003: 521-523), and as Grimschitz was an expert on Waldmüller's work, there is little chance he would have misidentified the paintings in the Honig collection at the time of Mrs. Honig's deportation. It is therefore possible that Honig was the seller of the painting in question in 1917. In 1957 Grimschitz lists the location of the painting in question as unknown (_Ferdinand Georg Waldmüller_, Salzburg, 1957: 287, no. 130).



","Gift of Marlene, Paul and John Herring",Painting,,,0,CF,,,,,2023-06-27 22:01:30.723-04,Q20184900,https://api.nga.gov/iiif/ee893d45-9572-443e-90b3-86aa0c30b914,"https://api.nga.gov/iiif/ee893d45-9572-443e-90b3-86aa0c30b914/full/!800,800/0/default.jpg"
117765,1,2001.40.1.a-d,,Dekorationen für die Schaubühne nebst einem Vorworte über Theatermalerei,1824,1824,portfolio,1824,1801 to 1825,"portfolio of four color aquatints with text pages on wove paper, with wrappers",,,,"Landini, D. after Friedrich Beuther",D. Landini after Friedrich Beuther,"Fürstliche Hofbibliothek, Donaueschingen.  (Sims Reed, London); purchased 2001 by NGA.",Mark J. Millard Architectural Collection,Portfolio,,,1,CG-E,,Dekorationen für die Schaubühne nebst einem Vorworte über Theatermalerei,,,2023-05-09 17:01:03.48-04,,,
176519,1,2014.136.363,,Oval platter with the Nymph of Fontainebleau,mid 19th century,1825,decorative art,1874,1801 to 1825,lead-glazed earthenware,overall: 5.1 × 24.8 × 30.5 cm (2 × 9 3/4 × 12 in.),incised on bottom: Pull,,"Pull, Georges, in the style of Bernard Palissy","Georges Pull, in the style of Bernard Palissy","(M. Lucas, Paris); purchased December 1873 by William T. Walters, chairman of the Corcoran Gallery of Art’s acquisition committee, for the Corcoran Gallery of Art, Washington; acquired 2014 by the National Gallery of Art.",Corcoran Collection (Museum Purchase),Decorative Art,Ceramic,,0,CSD,,,,,2020-06-02 22:01:58.24-04,Q62287786,,
169147,1,2014.140.3,,A Coast Road with Cliffs in the North of France,c.1830,1825,drawing,1835,1801 to 1825,graphite on buff wove paper,sheet: 15.56 × 24.77 cm (6 1/8 × 9 3/4 in.),lower left in graphite: EI.; lower left verso in graphite by unknown hand: D555815; lower right verso in graphite by unknown hand: E. Isaby / SFF.,blindstamp: C. WISE,"Isabey, Eugène",Eugène Isabey,"Andrew Robison, Washington, D.C.; gift to NGA, 2014.",Gift of Andrew Robison,Drawing,,,0,CG-E,,,,,2014-12-22 14:31:21.167-05,Q64560491,https://api.nga.gov/iiif/41ec0dec-e3eb-48dd-9042-9b9cef208afc,"https://api.nga.gov/iiif/41ec0dec-e3eb-48dd-9042-9b9cef208afc/full/!800,800/0/default.jpg"
204660,1,2015.196.3,,An Ancient Roman Warrior in Battle,c. 1830,1825,drawing,1835,1801 to 1825,pen and brown ink on wove paper,sheet: 40.2 × 26.5 cm (15 13/16 × 10 7/16 in.),upper left in brown ink: 20,,"Lalaisse, Hippolyte",Hippolyte Lalaisse,"(Didier Aaron, Inc., New York); purchased 2015 by NGA.",Ailsa Mellon Bruce Fund,Drawing,,,0,CG-E,,,,,2016-05-17 22:19:46.437-04,Q64574347,https://api.nga.gov/iiif/13a72a96-d7ea-4edf-ae8d-543afb7dd144,"https://api.nga.gov/iiif/13a72a96-d7ea-4edf-ae8d-543afb7dd144/full/!800,800/0/default.jpg"
59893,1,1980.61.13,,Portrait of an Unknown Family with a Terrier,c. 1825/1835,1825,painting,1835,1801 to 1825,oil on canvas,overall: 103.3 x 80.5 cm (40 11/16 x 31 11/16 in.),,,British 19th Century,British 19th Century,"(Louis Lyons), New York, who sold it 1975 to Edgar William and Bernice Chrysler Garbisch;[1] by bequest to NGA, 1980.

[1] A document of unidentified source in the NGA curatorial file on this painting notes 10 March 1975 as the date of purchase from Lyons.",Gift of Edgar William and Bernice Chrysler Garbisch,Painting,,,0,CAB,,,,,2023-05-09 17:01:03.48-04,Q20185341,https://api.nga.gov/iiif/71cb47a7-af14-40f9-acbe-864809a8861b,"https://api.nga.gov/iiif/71cb47a7-af14-40f9-acbe-864809a8861b/full/!800,800/0/default.jpg"
51090,1,1968.26.2,,Felucca off Gibraltar,mid 19th century,1825,painting,1874,1801 to 1825,oil on canvas,"overall: 55.8 x 76.6 cm (21 15/16 x 30 3/16 in.)
framed: 72 x 92.4 x 7.6 cm (28 3/8 x 36 3/8 x 3 in.)",,,"Chambers, Thomas",Thomas Chambers,"Recorded as from New York State.  (The Old Print Shop, New York), by whom sold in 1949 to Edgar William and Bernice Chrysler Garbisch; gift to NGA, 1968.",Gift of Edgar William and Bernice Chrysler Garbisch,Painting,,,0,CAB,,,,,2023-05-09 17:01:03.48-04,Q20185040,https://api.nga.gov/iiif/8c73a8e6-8a04-41fa-b06f-3fadbe8037b1,"https://api.nga.gov/iiif/8c73a8e6-8a04-41fa-b06f-3fadbe8037b1/full/!800,800/0/default.jpg"
39760,1,1951.5.3,,Mending the Harness,mid to late 1870s,1825,painting,1899,1801 to 1825,oil on canvas,"overall: 48.3 x 57.2 cm (19 x 22 1/2 in.)
framed: 64.8 x 72.7 x 7 cm (25 1/2 x 28 5/8 x 2 3/4 in.)",lower right: A. P. Ryder,,"Ryder, Albert Pinkham",Albert Pinkham Ryder,"James Smith Inglis [d. 1907], New York. (Cottier & Co., New York). (Walter P. Fearon [d. 1935]/Fearon Galleries, New York).[1] (M. Knoedler & Co., New York), by October 1915; sold February 1917 to Adolph Lewisohn [c. 1849-1938], New York; by inheritance to his son, Sam A. Lewisohn [1884-1951]; bequest 1951 to NGA.


[1] James Inglis was the president of Cottier & Co. and it appears the company took possession of the painting after his death. It was included in the catalogue of what Elizabeth Broun (_Albert Pinkham Ryder_, Exh. cat., National Museum of American Art, Washington, D.C., 1989) describes as an exhibition held 1-24 March 1910 at The Cottier Gallery (see the exhibition history). The catalogue describes the 24 paintings as ""selected from the stock in their New York galleries"", and indicates that _Mending the Harness_ was purchased from the artist by Inglis. Walter P. Fearon, who was associated with Cottier Galleries until it disbanded in 1909, lent the painting to the 1912 inaugural exhibition at the Toledo (Ohio) Museum of Art.

",Gift of Sam A. Lewisohn,Painting,,,0,CAB,,,,,2023-05-31 22:01:33.247-04,Q20185169,https://api.nga.gov/iiif/868be5f8-bd09-44b4-a173-ab65103bbf4f,"https://api.nga.gov/iiif/868be5f8-bd09-44b4-a173-ab65103bbf4f/full/!800,800/0/default.jpg"
3208,1,1943.1.5,,Portrait of a Lady,c. 1825,1825,painting,1825,1801 to 1825,oil on canvas,"overall: 76.3 x 63.5 cm (30 1/16 x 25 in.)
framed: 90.8 x 78.7 cm (35 3/4 x 31 in.)",,,American 19th Century,American 19th Century,"Purchased at auction by Albert du Vannes; (sale, Silo's, New York, 19-20 April 1929, 2nd day, no. 346, as _Mrs. Rob. N. Auchnuity_ by John Trumbull); Chester Dale [1883-1962], New York; gift 1943 to NGA.",Chester Dale Collection,Painting,,,0,CAB,,,,,2023-05-09 17:01:03.48-04,Q20185268,,
42406,1,1953.5.3,,Clement Bonnell,c. 1825,1825,painting,1825,1801 to 1825,oil on wood,"overall: 73.7 x 60.3 cm (29 x 23 3/4 in.)
framed: 86.7 x 74 x 4.4 cm (34 1/8 x 29 1/8 x 1 3/4 in.)",,,"Bonnell, William",William Bonnell,"Recorded as from New Jersey.  Presented to the sitter's grandson by C. Carhart on 1 March 1863.  Inherited by A.F. Bonnell.[1]  (Edna M. Netter, Freehold, New Jersey), by whom sold in 1948 to Edgar William and Bernice Chrysler Garbisch; gift to NGA, 1953.

[1] This information comes from a label that was removed from the reverse and is retained in NGA curatorial files.  It reads:  ""Clement Bonnell, / painted by Wm Bonnell. / presented to his grandson / by C. Carhart / Mar. 1, 1863. / inherited by A. F. Bonnell.""",Gift of Edgar William and Bernice Chrysler Garbisch,Painting,,,0,CAB,,,,,2023-05-09 17:01:03.48-04,Q20185018,https://api.nga.gov/iiif/632a0341-d349-4110-906b-ccf1aa60c2dc,"https://api.nga.gov/iiif/632a0341-d349-4110-906b-ccf1aa60c2dc/full/!800,800/0/default.jpg"
